wav/000103.wav	我收获到了更多的关注，然后也有可能更多的机会。	zhujingxi
wav/000104.wav	然后也找到了。	zhujingxi
wav/000105.wav	一群志同道合的人让他们看到了，我也让我看到了他们，我觉得这个是。	zhujingxi
wav/000106.wav	非常幸运的地方，与此同时也变得就是最近比较忙碌。	zhujingxi
wav/000107.wav	然后啊不变的部分就是。	zhujingxi
wav/000108.wav	因为像之前的采访也好，或者是像之前的一些专访也好，我可能会还有微博发的一些。	zhujingxi
wav/000109.wav	就是发了一条微博，我觉得就是用了一句。	zhujingxi
wav/000110.wav	就是忽然失去爱情里面的一句一句我印象很深刻的句子就是浮华而已，但是这个福经历这个浮夸不是去否定这个浮华，就是它可能很闪光，它是你生命当生活当中一个很闪光的记忆，但是。	zhujingxi
wav/000111.wav	你是经历了这些之后，你还是会回到你自己的生活。	zhujingxi
wav/000112.wav	就是其实我我特别清楚我生活的本质是什么，就是也特别清楚自己在做什么事情，所以在。	zhujingxi
wav/000113.wav	节目结束之后，我第一点想做的事情就是我要去。	zhujingxi
wav/000114.wav	然后我还是要。	zhujingxi
wav/000115.wav	做我的音乐，然后去做一个独立音乐人该做的事情。	zhujingxi
wav/000116.wav	我是一个特别不怕尴尬的人。	zhujingxi
wav/000117.wav	所以就是想挑战一下观众调皮。	zhujingxi
wav/000118.wav	那有的时候就是特别是嗯	zhujingxi
wav/000119.wav	十月一号其实我在上海做了一场。	zhujingxi
wav/000120.wav	比较不一样的演出，就是跟大悲宇宙一起共同完成了一个	zhujingxi
wav/000121.wav	艺术装置，那我的表演也是装置的一部分。	zhujingxi
wav/000122.wav	然后其实在那个场景之下。	zhujingxi
wav/000123.wav	经历了所谓的尴尬的时间要更长，因为我的造型很夸张，所以我就一直只能在那个现场。	zhujingxi
wav/000124.wav	站着等所有的观众进完场。	zhujingxi
wav/000125.wav	在开始我的表演。	zhujingxi
wav/000126.wav	我觉得其实。	zhujingxi
wav/000127.wav	其实这些尴尬的我来说都是一个很宝贵的体验。	zhujingxi
wav/000128.wav	也就是如果你能够经受的这个。	zhujingxi
